iter	RMSE
130	0.3155397678
131	0.3151680345
132	0.3148740858
133	0.3145014585
134	0.3141730854
135	0.3139126322
136	0.3136971672
137	0.3134629446
138	0.3131109061
139	0.3127061415
140	0.3123988378
141	0.3122012632
142	0.3117806262
143	0.3115495821
144	0.3111322018
145	0.3109063868
146	0.3105982875
147	0.3103815205
148	0.3101553558
149	0.3097808468
150	0.309483495
151	0.3092402913
152	0.3090119162
153	0.3087615337
154	0.3085739981
155	0.3083141875
156	0.3080147437
157	0.3077209137
158	0.3075034388
159	0.3072878962
160	0.3068611166
161	0.3066354371
162	0.3064408426
163	0.3062694806
164	0.3060711652
165	0.3058635807
166	0.3055954411
167	0.3054466466
168	0.3052188322
169	0.3049261172
170	0.3045944253
171	0.304291613
172	0.3041372063
173	0.30373546
174	0.3035778917
175	0.3034739434
176	0.3032956174
177	0.302971917
178	0.3026997917
179	0.3025073868
180	0.3022212503
181	0.3020005401
182	0.3018121732
183	0.3015302003
184	0.3012892454
185	0.3011988366
186	0.3010403994
187	0.3008442269
188	0.3006518713
189	0.3005030644
190	0.300254991
191	0.3000432611
192	0.2998787588
193	0.2997302316
194	0.2994489512
195	0.2992851144
196	0.2991021959
197	0.2988173241
198	0.298664964
199	0.2984953179
200	0.2982965154
201	0.2981864042
202	0.298056624
203	0.2978642358
204	0.297630253
205	0.2974684344
206	0.2973061459
207	0.2970551488
208	0.2968470853
209	0.2966447558
210	0.2965368571
211	0.2964433382
212	0.2963391569
213	0.2961989414
214	0.2960709048
215	0.2958543702
216	0.2957267053
217	0.2955716866
218	0.2953819868
219	0.2952771033
220	0.2951977594
221	0.2951035963
222	0.2949119707
223	0.2947532079
224	0.2946741461
225	0.2945329606
226	0.2944270299
227	0.2942825731
228	0.2941510257
229	0.2940239146
230	0.2938617543
231	0.2937399494
232	0.2936355602
233	0.2934879709
234	0.2933313673
235	0.2931248341
236	0.2930218955
237	0.2928930843
238	0.2927200296
239	0.2925157793
240	0.2924246415
241	0.2922160798
242	0.2920727756
243	0.2918901163
244	0.2917121128
245	0.2914354605
246	0.2913721006
247	0.2911665053
248	0.2910867503
249	0.2909340906
250	0.2908280041
251	0.2906590462
252	0.2905514911
253	0.2903940388
254	0.2902577651
255	0.2900511185
256	0.2899110679
257	0.289864175
258	0.2897261141
259	0.2895274295
260	0.289357601
261	0.2890808337
262	0.2889114007
263	0.2887904417
264	0.2886342138
265	0.2884796852
266	0.2883536596
267	0.2882114978
268	0.2881489984
269	0.287967987
270	0.2878524481
271	0.2877523455
272	0.2876558587
273	0.2874901181
274	0.287239861
275	0.2871599074
276	0.2869795852
277	0.2868235431
278	0.2866399628
279	0.2865693062
280	0.2864759272
281	0.2864054941
282	0.2863279289
283	0.2861858173
284	0.2860514707
285	0.2859538567
286	0.285852545
287	0.2857606509
288	0.2856761403
289	0.2855536065
290	0.2853828294
291	0.2852626453
292	0.2852012122
293	0.2850885391
294	0.2849579666
295	0.2848962517
296	0.2848104423
297	0.2846843481
298	0.284492771
299	0.2844186904
300	0.2842699275
301	0.2841968311
302	0.2840803783
303	0.2839950741
304	0.2838275758
305	0.2835874867
306	0.2834175477
307	0.2832585817
308	0.2831295808
309	0.2829700349
310	0.2827901642
311	0.2825418699
312	0.2824321592
313	0.2823596855
314	0.2822635639
315	0.282169065
316	0.2820420059
317	0.2819581369
318	0.2819089882
319	0.2818173541
320	0.2816396756
321	0.2815234994
322	0.2813442335
323	0.2811770074
324	0.2811073689
325	0.2810175261
326	0.2809307022
327	0.2808103075
328	0.2807463813
329	0.2805762309
330	0.2805147067
331	0.2804342388
332	0.2803529971
333	0.2801528012
334	0.2800362262
335	0.2798716841
336	0.2797763812
337	0.2796850458
338	0.2795427028
339	0.2794104319
340	0.2793027206
341	0.2791016819
342	0.2790609942
343	0.2789171882
344	0.2787951739
345	0.2787015103
346	0.2786202
347	0.2785525882
348	0.2784326453
349	0.2783556207
350	0.2782613956
351	0.2781778143
352	0.2780369945
353	0.2779701167
354	0.2778083956
355	0.2776593167
356	0.2775951315
357	0.277419312
358	0.2773380092
359	0.2772589911
360	0.2771656341
361	0.2770963908
362	0.2770340629
363	0.2769744697
364	0.2768596992
365	0.2767700006
366	0.2766876275
367	0.2766080654
368	0.2765447697
369	0.2764689633
370	0.2763049554
371	0.276214767
372	0.2761120851
373	0.2760136568
374	0.2759072802
375	0.2758393504
376	0.2757494931
377	0.2756702991
378	0.2756092177
379	0.2755382867
380	0.2754308044
381	0.2753123469
382	0.2752638866
383	0.2751652155
384	0.2750490727
385	0.2749475376
386	0.2749049266
387	0.2747612998
388	0.2746239003
389	0.2745305442
390	0.2744604902
391	0.2744261309
392	0.2743696711
393	0.2742206397
394	0.2741467104
395	0.2740195246
396	0.2739073391
397	0.2737854514
398	0.2736952635
399	0.2735983622
400	0.2735210298
401	0.2734496183
402	0.2732587059
403	0.2731764346
404	0.273120129
405	0.273060869
406	0.2729115429
407	0.272857207
408	0.2727968216
409	0.2726768232
410	0.2725587458
411	0.2724948637
412	0.2724276559
413	0.2723627205
414	0.2722871609
415	0.2722085962
416	0.272099073
417	0.2720359769
418	0.2719600078
419	0.2718450548
420	0.271747526
421	0.2716705712
422	0.2716142782
423	0.2715536479
424	0.2714537699
425	0.2714089469
426	0.2713110354
427	0.2712402945
428	0.2711206086
429	0.2710550986
430	0.2709919177
431	0.270910798
432	0.2708243679
433	0.2707553499
434	0.2706652651
435	0.2706230888
436	0.2705753997
437	0.2705241838
438	0.2704534377
439	0.270345205
440	0.2702252263
441	0.2700404971
442	0.269976944
443	0.2698825956
444	0.2698252658
445	0.269778877
446	0.2697203824
447	0.2696279474
448	0.2694675898
449	0.2693625055
450	0.2692607919
451	0.2691983111
452	0.2690652359
453	0.2690083318
454	0.2689049043
455	0.2688330492
456	0.268785779
457	0.2687399197
458	0.2686857383
459	0.2686247452
460	0.268465892
461	0.2683558671
462	0.2682753546
463	0.2682015383
464	0.2681495073
465	0.2680004089
466	0.2678927025
467	0.2678108265
468	0.267694158
469	0.2675564699
470	0.2674214796
471	0.2672690772
472	0.2671611683
473	0.2671046393
474	0.2670505042
475	0.2669890956
476	0.2669033124
477	0.2668081542
478	0.2667591188
479	0.266632923
480	0.2665027261
481	0.2664100315
482	0.2663689443
483	0.2662868957
484	0.2662157728
485	0.2661061944
486	0.2659616867
487	0.2658321896
488	0.2657653987
489	0.2657056147
490	0.2656366185
491	0.2655295695
492	0.2654400601
493	0.2653630136
494	0.265258594
495	0.2651480303
496	0.2650517228
497	0.2649652519
498	0.2648328202
499	0.2647651686
500	0.2646323624
501	0.2645345951
502	0.264474627
503	0.2643885447
504	0.2643147979
505	0.2642146946
506	0.264087101
507	0.2640409857
508	0.2638871996
509	0.2637868396
510	0.263706378
511	0.2635811304
512	0.2634578138
513	0.2633626989
514	0.2632803169
515	0.263200524
516	0.2631380505
517	0.2630456842
518	0.2629842171
519	0.2628712
520	0.2627534372
521	0.2626939375
522	0.2626259451
523	0.2625671091
524	0.2624436489
525	0.262310985
526	0.2622745811
527	0.2622009216
528	0.2621442755
529	0.26207682
530	0.2620255048
531	0.2619440991
532	0.2618279624
533	0.2617550333
534	0.2616728191
535	0.2616054016
536	0.2614887448
537	0.2613841633
538	0.2613472951
539	0.2612320051
540	0.2611619489
541	0.2610890526
542	0.2609822134
543	0.2608736534
544	0.260830985
545	0.2607636437
546	0.2605818893
547	0.2605221707
548	0.2603781248
549	0.2603050627
550	0.2602514675
551	0.260131067
552	0.2600198672
553	0.2599096202
554	0.259869265
555	0.2597906488
556	0.2597127225
557	0.2596833084
558	0.2595795422
559	0.2595173728
560	0.259466313
561	0.2594024873
562	0.2593630138
563	0.2592674683
564	0.2592256565
565	0.2591528585
566	0.2590597661
567	0.2589469505
568	0.2588606916
569	0.258782153
570	0.2587378787
571	0.2586256449
572	0.2585250387
573	0.2584856092
574	0.2583893352
575	0.2583434546
576	0.2582391559
577	0.2581856334
578	0.2581413757
579	0.2580777307
580	0.258021766
581	0.2579369863
582	0.2578718992
583	0.2578028452
584	0.2576785207
585	0.2576233141
586	0.2575577158
587	0.2574368992
588	0.2573810788
589	0.257342155
590	0.2573064101
591	0.2572614569
592	0.2572034452
593	0.2571540353
594	0.2570806631
595	0.2569906326
596	0.2569371206
597	0.2568520227
598	0.2567883359
599	0.2566877774
600	0.2565584867
601	0.2564584747
602	0.2563814737
603	0.2563122124
604	0.256231627
605	0.2561881067
606	0.2561316024
607	0.2560331037
608	0.2559578257
609	0.2559069052
610	0.2558520736
611	0.2557502712
612	0.2556507637
613	0.2555940026
614	0.2555238718
615	0.2554222373
616	0.2553648123
617	0.2553063838
618	0.2551908952
619	0.2550962738
620	0.2550180748
621	0.2549502216
622	0.2548757366
623	0.2548213023
624	0.2547250835
625	0.254676851
626	0.254613134
627	0.254572409
628	0.2544981483
629	0.2544136196
630	0.2543610452
631	0.2542195169
632	0.2541401206
633	0.2540758017
634	0.2539810514
635	0.2539292063
636	0.2538750308
637	0.2538215508
638	0.253774471
639	0.2536689812
640	0.2536424932
641	0.253567191
642	0.2535208986
643	0.2534551174
644	0.2533841075
645	0.2532658997
646	0.253175211
647	0.2531190819
648	0.2530383962
649	0.2529815093
650	0.2529217562
651	0.2528555953
652	0.252781023
653	0.2527185966
654	0.2526653742
655	0.2526138133
656	0.2525872151
657	0.2525516376
658	0.2525120158
659	0.2524528605
660	0.2523784581
661	0.2523036888
662	0.2522732956
663	0.2521450793
664	0.2520799829
665	0.252012965
666	0.2519177503
667	0.2518080039
668	0.2517478012
669	0.2516980922
670	0.2516540276
671	0.2515699128
672	0.2515037347
673	0.2514139806
674	0.2513356868
675	0.2512579576
676	0.2512191284
677	0.2511270062
678	0.2510591928
679	0.2510159554
680	0.2509645554
681	0.250899051
682	0.2508294532
683	0.2507809455
684	0.2507247821
685	0.2506523242
686	0.2506208337
687	0.2505357079
688	0.2504446439
689	0.2503898531
690	0.2503455848
691	0.2502954251
692	0.2502535509
693	0.2501841692
694	0.2501037938
695	0.2500047377
696	0.2499227108
697	0.2498721123
698	0.2498357313
699	0.2497754189
700	0.2497178333
701	0.2496606909
702	0.2496246815
703	0.2495529372
704	0.2494447776
705	0.2494102181
706	0.2493603607
707	0.2493282271
708	0.2492881792
709	0.2492047022
710	0.249151505
711	0.2490534102
712	0.2489938891
713	0.2489154386
714	0.2488038796
715	0.2487361402
716	0.2486144055
717	0.2485776325
718	0.2484666716
719	0.2484153326
720	0.2483717215
721	0.2482915999
722	0.2482434415
723	0.2482086664
724	0.2481248659
725	0.2481030326
726	0.2480216343
727	0.2479477637
728	0.2479120481
729	0.2478245823
730	0.2477532949
731	0.2476761879
732	0.2475881972
733	0.2474865309
734	0.2474592995
735	0.2474346548
736	0.2473739643
737	0.2473168406
738	0.2472364209
739	0.2472043928
740	0.2471525029
741	0.2471196432
742	0.2470652165
743	0.2470171108
744	0.2469844405
745	0.2469510833
746	0.2469108904
747	0.2468819191
748	0.2468405031
749	0.2467803049
750	0.246756017
751	0.2466952578
752	0.2466354618
753	0.2465233367
754	0.2464992511
755	0.2464534543
756	0.246372793
757	0.2462434194
758	0.2461842876
759	0.2460956619
760	0.2460550119
761	0.2460169396
762	0.2458994484
763	0.2458572939
764	0.2458038715
765	0.2457229449
766	0.245683688
767	0.2456057058
768	0.2455330264
769	0.2454382363
770	0.2453438635
771	0.2453025491
772	0.2452714885
773	0.2452396468
774	0.2452103033
775	0.2451262846
776	0.2450789552
777	0.2450449295
778	0.2449596136
779	0.2449088382
780	0.2448637134
781	0.2447421596
782	0.244705726
783	0.2446351912
784	0.2445683966
785	0.2444911813
786	0.2444062293
787	0.2443449431
788	0.2442350754
789	0.2441930049
790	0.2441404368
791	0.2440713389
792	0.2440059465
793	0.2439478753
794	0.2439015531
795	0.2438286057
796	0.2437987348
797	0.2437008697
798	0.2436519322
799	0.2435961916
800	0.2435143006
801	0.2434433664
802	0.2433445112
803	0.2432909628
804	0.2432061221
805	0.2431343818
806	0.2430692336
807	0.2430183437
808	0.2429387379
809	0.2428890064
810	0.2428419248
811	0.2428165842
812	0.2427564976
813	0.2427116931
814	0.2426418324
815	0.2426070694
816	0.2425699886
817	0.2424860436
818	0.2424132163
819	0.2423709132
820	0.2423027329
821	0.2422091062
822	0.2421828707
823	0.2421479446
824	0.2421164405
825	0.2420513521
826	0.2419319231
827	0.2418861625
828	0.2418110888
829	0.2417941166
830	0.2417642865
831	0.2416942404
832	0.2416480411
833	0.2415428743
834	0.2414556132
835	0.2414157516
836	0.2413789907
837	0.2412995491
838	0.2412441293
839	0.2411515466
840	0.2410927312
841	0.2410406655
842	0.2409636008
843	0.2409441166
844	0.2409255493
845	0.2408664212
846	0.2408425149
847	0.2408023333
848	0.2407450755
849	0.2406841271
850	0.2406410695
851	0.2406185952
852	0.2405623075
853	0.2405300269
854	0.2404742044
855	0.2404158713
856	0.2403392356
857	0.240293678
858	0.240228354
859	0.2401335937
860	0.2400840829
861	0.2400582563
862	0.2400168362
863	0.2399501757
864	0.2398881905
865	0.2398393406
866	0.2397613434
867	0.2396446654
868	0.2396009365
869	0.2395484606
870	0.239483892
871	0.23944508
872	0.2393751031
873	0.2393286819
874	0.2392971687
875	0.2392083555
876	0.2391758181
877	0.2391561495
878	0.2390975058
879	0.2390399611
880	0.238960061
881	0.2389072969
882	0.238854437
883	0.2387789315
884	0.2387300523
885	0.2386725496
886	0.238575226
887	0.2385218452
888	0.2384873291
889	0.2384304219
890	0.2383948895
891	0.2383466912
892	0.2383013739
893	0.2382390201
894	0.2381982343
895	0.2381311616
896	0.2380219187
897	0.2379556891
898	0.2379090268
899	0.2378730991
900	0.237853347
901	0.2377668765
902	0.2377518275
903	0.2377084524
904	0.2376570615
905	0.2376231917
906	0.2375318492
907	0.2374601286
908	0.2374384454
909	0.2373745548
910	0.2373330283
911	0.2373022817
912	0.237219732
913	0.2371707935
914	0.2371455332
915	0.2371205365
916	0.2370969983
917	0.2369987142
918	0.236966975
919	0.2369493242
920	0.2368688775
921	0.2367976332
922	0.2367348412
923	0.236651671
924	0.2366279512
925	0.2365494941
926	0.2364479613
927	0.2364039323
928	0.2363367959
929	0.2362618652
930	0.2362250174
931	0.2361446959
932	0.2361040086
933	0.2360240603
934	0.2359403752
935	0.2358797793
936	0.2357899084
937	0.2357494046
938	0.2357043679
939	0.2356452432
940	0.2355860715
941	0.2355437347
942	0.2354700013
943	0.2353742829
944	0.2353098076
945	0.2352670811
946	0.235207515
947	0.2351640034
948	0.235114055
949	0.2350799468
950	0.2350272154
951	0.2349783274
952	0.2349281997
953	0.2348983313
954	0.2348423533
955	0.2347692091
956	0.2347149582
957	0.2346812766
958	0.2346440005
959	0.2345461861
960	0.2345004672
961	0.2344638087
962	0.2343773976
963	0.2343292016
964	0.2342677044
965	0.2342247904
966	0.2341876632
967	0.2341395522
968	0.2341067926
969	0.234051344
970	0.2339855431
971	0.2339342015
972	0.2339029951
973	0.2338234729
974	0.2337693769
975	0.2337201952
976	0.2336433465
977	0.2335581748
978	0.2335127915
979	0.2334761967
980	0.2334229199
981	0.2333748202
982	0.2333277097
983	0.2332516639
984	0.2332126786
985	0.2331847254
986	0.2330881726
987	0.2330183971
988	0.2329891884
989	0.232911244
990	0.2328768066
991	0.2328323546
992	0.2327723099
993	0.2327288132
994	0.2326621492
995	0.2326320154
996	0.2325376488
997	0.2324767263
998	0.2324213544
999	0.2323747557
1000	0.2323159396
1001	0.2322267184
1002	0.2321883803
1003	0.2321129351
1004	0.232062325
1005	0.2320096448
1006	0.2319422986
1007	0.2318916771
1008	0.2318512189
1009	0.2317851845
1010	0.2317199694
1011	0.2316835215
1012	0.2316361806
1013	0.2315913431
1014	0.2315679227
1015	0.2314797921
1016	0.2314438344
1017	0.2314141615
1018	0.2313726633
1019	0.231329731
1020	0.2312804164
1021	0.2312007745
1022	0.2311320529
1023	0.2310982254
1024	0.2310548242
1025	0.2309945792
1026	0.2309369489
1027	0.2308948713
1028	0.2308489211
1029	0.2308243681
1030	0.2307872993
1031	0.2307359793
1032	0.2307061059
1033	0.2306827496
1034	0.2306086804
1035	0.2305503408
1036	0.2305211403
1037	0.2304770079
1038	0.2304585057
1039	0.2303689028
1040	0.2302915769
1041	0.2302436771
1042	0.2301714161
1043	0.2301291143
1044	0.2300880518
1045	0.230036185
1046	0.2300192963
1047	0.2299783966
1048	0.2299327865
1049	0.2298563353
1050	0.2298127199
1051	0.2297584871
1052	0.2297026493
1053	0.2296313848
1054	0.2295976972
1055	0.2295669116
1056	0.2295245445
1057	0.22945477
1058	0.2294191688
1059	0.2293906736
1060	0.2293274046
1061	0.2292620758
1062	0.2292112672
1063	0.2291886713
1064	0.2291425372
1065	0.2290987753
1066	0.2290530209
1067	0.2289696846
1068	0.2288842985
1069	0.2288522112
1070	0.2287776776
1071	0.2286957819
1072	0.2286728614
1073	0.2286314733
1074	0.2285508528
1075	0.2284718854
1076	0.2284173179
1077	0.2283752036
1078	0.2283593629
1079	0.2283034078
1080	0.2282554482
1081	0.2282235943
1082	0.2281704458
1083	0.2281119228
1084	0.2280487978
1085	0.2280278869
1086	0.2280028897
1087	0.2279592698
1088	0.2279097039
1089	0.2278717025
1090	0.227820633
1091	0.2277884887
1092	0.2277246545
1093	0.2277054385
1094	0.2276618089
1095	0.2276225491
1096	0.2275711753
1097	0.2275027508
1098	0.2274612998
1099	0.2274293765
1100	0.227396346
1101	0.2273770504
1102	0.2273597421
1103	0.2272769977
1104	0.2271964891
1105	0.2271702444
1106	0.2271129445
1107	0.2270679568
1108	0.2270121
1109	0.226971081
1110	0.2269533054
1111	0.2269134464
1112	0.2268779086
1113	0.2268350075
1114	0.2267929844
1115	0.2267682249
1116	0.2267015866
1117	0.2266261327
1118	0.2265647505
1119	0.2265319885
1120	0.226501155
1121	0.226455252
1122	0.2263709826
1123	0.2263336328
1124	0.2262851231
1125	0.2262333307
1126	0.2261981205
1127	0.226126029
1128	0.2261000541
1129	0.2260548546
1130	0.2259859851
1131	0.2259486274
1132	0.225926079
1133	0.2258881805
1134	0.2258715527
1135	0.2258204436
1136	0.2257743066
1137	0.2257313342
1138	0.2256629018
1139	0.2256199201
1140	0.2255800512
1141	0.2255238094
1142	0.2255062922
1143	0.2254762723
1144	0.2254251294
1145	0.2254038198
1146	0.2253357662
1147	0.2252972675
1148	0.2252616757
1149	0.2252376271
1150	0.2251991437
1151	0.2251432622
1152	0.2251109952
1153	0.2250739994
1154	0.2250547836
1155	0.2249924261
1156	0.2249217856
1157	0.2248809537
1158	0.2248052122
1159	0.2247250351
1160	0.2246966357
1161	0.2246408634
1162	0.2246210626
1163	0.2245558161
1164	0.2245311762
1165	0.2244829521
1166	0.2244448231
1167	0.2243806252
1168	0.2243271693
1169	0.2242781382
1170	0.2242593522
1171	0.2242051051
1172	0.2241408513
1173	0.2241142299
1174	0.2240775854
1175	0.2239967392
1176	0.2239436897
1177	0.2238741263
1178	0.2238140726
1179	0.2237836745
1180	0.2237528748
1181	0.2237005194
1182	0.2236714049
1183	0.22364206
1184	0.2236125419
1185	0.2235753265
1186	0.2235095388
1187	0.2234331887
1188	0.2233915328
1189	0.2233720858
1190	0.2233452198
1191	0.2233112301
1192	0.2232767845
1193	0.2232334325
1194	0.2231642967
1195	0.2231327337
1196	0.2231125154
1197	0.2230429911
1198	0.2229867686
1199	0.2229710162
1200	0.2229513383
1201	0.2229023864
1202	0.2228718795
1203	0.2228175367
1204	0.2227702595
1205	0.2227316719
1206	0.2226716389
1207	0.2226471881
1208	0.2226017913
1209	0.2225775318
1210	0.2225371187
1211	0.2224736194
1212	0.2224487508
1213	0.222410112
1214	0.2223987148
1215	0.2223587729
1216	0.2222985706
1217	0.2222657612
1218	0.2222246088
1219	0.2221738379
1220	0.222141884
1221	0.2221005865
1222	0.2220450907
1223	0.2220051402
1224	0.2219321881
1225	0.2218773863
1226	0.2218497576
1227	0.2218273494
1228	0.2217919839
1229	0.2217586275
1230	0.2216982405
1231	0.2216473132
1232	0.221592912
1233	0.2215522635
1234	0.2214835021
1235	0.2214619539
1236	0.2213994247
1237	0.2213810128
1238	0.2213527853
1239	0.221316462
1240	0.2212962716
1241	0.2212500871
1242	0.221234356
1243	0.2211832859
1244	0.221149252
1245	0.2211312484
1246	0.2210790797
1247	0.221037844
1248	0.2209988946
1249	0.2209314145
1250	0.2208762358
1251	0.2208296678
1252	0.2208074075
1253	0.2207759556
1254	0.2207532159
1255	0.2207057954
1256	0.2206449022
1257	0.2206281849
1258	0.2205648294
1259	0.2205319343
1260	0.2205163295
1261	0.2204567762
1262	0.2203965797
1263	0.2203495424
1264	0.2203370271
1265	0.2203042517
1266	0.2202601914
1267	0.2202443979
1268	0.2201764824
1269	0.2201360086
1270	0.220116216
1271	0.2200896401
1272	0.2200643241
1273	0.2200331643
1274	0.2199942447
1275	0.2199147273
1276	0.2198889408
1277	0.2198548957
1278	0.2198331194
1279	0.2197999594
1280	0.2197546501
1281	0.2197288654
1282	0.2197102372
1283	0.2196541952
1284	0.2196138951
1285	0.2195982525
1286	0.2195397683
1287	0.2195016216
1288	0.2194813639
1289	0.2194498004
1290	0.2194169057
1291	0.2193616325
1292	0.2193324634
1293	0.2192627747
1294	0.21922309
1295	0.2191972662
1296	0.2191667789
1297	0.2191354752
1298	0.2191107078
1299	0.2190941178
1300	0.2190735925
1301	0.2190452366
1302	0.2189873038
1303	0.2189479035
1304	0.2189149866
1305	0.2188808745
1306	0.2188556702
1307	0.2187775663
1308	0.2187362099
1309	0.2187095315
1310	0.2186799152
1311	0.2186298517
1312	0.2185677817
1313	0.2185172035
1314	0.2184698488
1315	0.2183962734
1316	0.2183731242
1317	0.2183403766
1318	0.2182998025
1319	0.2182791967
1320	0.2182403177
1321	0.2182020257
1322	0.2181712845
1323	0.2181158212
1324	0.218067226
1325	0.218011508
1326	0.217992438
1327	0.2179341011
1328	0.2179078447
1329	0.2178314439
1330	0.2177844698
1331	0.2177308099
1332	0.2177192125
1333	0.2176380485
1334	0.2175764876
1335	0.2175513621
1336	0.2175156411
1337	0.2174917264
1338	0.2174269435
1339	0.2173961575
1340	0.2173435328
1341	0.2173017775
1342	0.217262205
1343	0.2172224956
1344	0.2172010707
1345	0.2171558905
1346	0.2171248114
1347	0.217070464
1348	0.2170030191
1349	0.216978768
1350	0.2169379513
1351	0.2168956278
1352	0.2168560777
1353	0.2168245237
1354	0.2167655779
1355	0.2167142743
1356	0.2166865198
1357	0.2166316357
1358	0.2166070588
1359	0.2165439957
1360	0.216527964
1361	0.2164982289
1362	0.2164528295
1363	0.2164294286
1364	0.216392725
1365	0.2163561931
1366	0.2163231462
1367	0.2162771483
1368	0.2162350553
1369	0.2161977931
1370	0.2161490066
1371	0.2161260524
1372	0.2160610142
1373	0.2160303788
1374	0.2159758766
1375	0.2159458584
1376	0.2158783476
1377	0.2158521668
1378	0.215835255
1379	0.2157814143
1380	0.2157295574
1381	0.2156957389
1382	0.2156619034
1383	0.2156000883
1384	0.2155662278
1385	0.2155267391
1386	0.2154809406
1387	0.215459609
1388	0.2154317067
1389	0.2154098196
1390	0.2153823336
1391	0.2153370546
1392	0.2152902598
1393	0.215278088
1394	0.2152186654
1395	0.2151934089
1396	0.2151459892
1397	0.2151040338
1398	0.2150571374
1399	0.21500989
1400	0.2149803438
1401	0.2149206877
1402	0.214875067
1403	0.2148590086
1404	0.2148359121
1405	0.2147925231
1406	0.2147042176
1407	0.2146868789
1408	0.2146378078
1409	0.214592991
1410	0.2145665892
1411	0.2145438692
1412	0.2144899517
1413	0.2144338591
1414	0.2144216029
1415	0.214357051
1416	0.2143218548
1417	0.2143024019
1418	0.2142769817
1419	0.2142511339
1420	0.2142286054
1421	0.2141789751
1422	0.21415173
1423	0.2140848001
1424	0.2140337121
1425	0.2140165287
1426	0.2139909065
1427	0.2139767746
1428	0.2139546031
1429	0.2139193439
1430	0.2138929291
1431	0.2138546676
1432	0.2138240525
1433	0.2138098159
1434	0.2137572738
1435	0.2137174524
1436	0.2136596581
1437	0.2136303359
1438	0.2135976863
1439	0.2135771624
1440	0.2135403183
1441	0.2135007826
1442	0.2134605121
1443	0.2134113266
1444	0.2133877479
1445	0.2133286936
1446	0.2133019054
1447	0.2132695326
1448	0.213221759
1449	0.2131973077
1450	0.2131486211
1451	0.2131132522
1452	0.2130989641
1453	0.2130740173
1454	0.2130437741
1455	0.2130233339
1456	0.213001852
1457	0.2129813203
1458	0.2129448131
1459	0.2129047753
1460	0.2128469742
1461	0.2128193408
1462	0.2127911015
1463	0.2127489926
1464	0.2126932916
1465	0.2126925478
1466	0.2126492534
1467	0.2126164969
1468	0.2125723396
1469	0.2125519534
1470	0.2125380637
1471	0.2125291168
1472	0.2124779614
1473	0.2124523795
1474	0.2123894137
1475	0.2123718126
1476	0.2123239296
1477	0.2122989409
1478	0.2122845193
1479	0.2122694185
1480	0.2122513264
1481	0.2122041716
1482	0.2121942178
1483	0.2121577517
1484	0.2121091579
1485	0.2120900337
1486	0.2120641883
1487	0.2120407246
1488	0.2120025813
1489	0.2119661113
1490	0.211936087
1491	0.2118734682
1492	0.2118406819
1493	0.2118004621
1494	0.2117534958
1495	0.2117208552
1496	0.211701374
1497	0.2116625237
1498	0.2116226985
1499	0.211560511
